Wind Speed;Production;Actual Production;Difference;SMP;Forecasting error;0.07
10.7;7000;7165;-165;132.57;;
12.4;7000;7091;-91;136.5;;
13.2;7000;6690;310;157.61;;
12.6;7000;6573;427;203.86;;
12.9;7000;7198;-198;253.62;;
14.3;7000;7234;-234;278.04;;
13.4;7000;7093;-93;261.47;;
13.5;7000;6947;53;238.9;;
14.2;7000;6569;431;230;;
14.7;7000;7578;-578;213.27;;
12.9;7000;7336;-336;189.55;;
12.6;7000;7513;-513;180;;
14.3;7000;6160;840;190.33;;
14.8;7000;6754;246;225;;
14.2;7000;7912;-912;236.09;;
13.6;7000;6675;325;268.44;;
14.1;7000;6646;354;280;;
13.2;7000;7473;-473;241.96;;
13.5;7000;7899;-899;210.04;;
13.4;7000;6987;13;180.91;;
11.7;7000;7330;-330;177.16;;
11.2;7000;7542;-542;148.43;;
11.8;7000;6501;499;127.4;;
11;7000;7058;-58;147;;
11.2;7000;6963;37;115.49;;
11.6;7000;6911;89;148;;
11.1;7000;6773;227;180.9;;
10.4;7000;7018;-18;224.92;;
13.4;7000;7592;-592;251.02;;
12.9;7000;6626;374;271.16;;
13.6;7000;7352;-352;258.26;;
12.5;7000;6532;468;233.53;;
11.6;7000;6996;4;223.28;;
11.4;7000;6331;669;201.09;;
12.3;7000;8079;-1079;178.1;;
11.6;7000;6695;305;175.21;;
11.1;7000;6991;9;189.59;;
11.9;7000;6623;377;214.86;;
11.2;7000;6175;825;225.17;;
10.8;7000;7041;-41;253.62;;
11.3;7000;7437;-437;290;;
10.2;7000;7102;-102;253.62;;
9.6;6627;6209;418;224.92;;
9.9;7000;7036;-36;213.11;;
10.2;7000;6717;283;173.24;;
11.3;7000;6989;11;154.15;;
11.1;7000;6959;41;154.15;;
11.5;7000;7091;-91;154.15;;
13.1;7000;6625;375;155.95;;
12.9;7000;7371;-371;157.4;;
13.1;7000;7832;-832;192.67;;
11.9;7000;6603;397;225.24;;
12.4;7000;7517;-517;254.04;;
11.8;7000;6426;574;273;;
12.1;7000;7897;-897;240;;
11.5;7000;7304;-304;221.14;;
11.3;7000;6888;112;212;;
11.2;7000;6944;56;199.6;;
12.4;7000;8135;-1135;192.99;;
12.2;7000;6809;191;200;;
11.9;7000;7024;-24;219.8;;
12.3;7000;6532;468;235.22;;
12.2;7000;6375;625;256.93;;
13.1;7000;5944;1056;282.23;;
14.9;7000;6946;54;301.65;;
13.8;7000;7462;-462;268.26;;
13.7;7000;7227;-227;234.63;;
13.2;7000;7535;-535;223.8;;
13.5;7000;7202;-202;192.67;;
14;7000;6645;355;181.65;;
15.4;7000;7563;-563;169.25;;
16;7000;6821;179;157.3;;
15.6;7000;6460;540;155.95;;
15.2;7000;6979;21;157.3;;
14.3;7000;8370;-1370;178.06;;
14.6;7000;6893;107;210.19;;
16.7;7000;7679;-679;252.9;;
16.5;7000;6579;421;263.09;;
15.8;7000;6818;182;259.46;;
14.3;7000;6203;797;240.03;;
15.5;7000;6832;168;235.18;;
15.3;7000;7936;-936;222.11;;
16.9;7000;6826;174;220.11;;
15.8;7000;6716;284;218.42;;
14.9;7000;6754;246;220.18;;
14;7000;7044;-44;225.68;;
14;7000;7104;-104;235.56;;
13.8;7000;7021;-21;263.63;;
12.8;7000;6992;8;280;;
13.2;7000;6915;85;191.16;;
13.4;7000;6808;192;185.55;;
13.5;7000;8497;-1497;169.25;;
12.5;7000;7491;-491;157.3;;
13;7000;6196;804;151;;
14.4;7000;7595;-595;153.02;;
15.8;7000;6498;502;149;;
16.8;7000;7446;-446;147.55;;
16.5;7000;7390;-390;144.84;;
16.2;7000;6875;125;171.26;;
15.5;7000;7424;-424;212.24;;
16.7;7000;6799;201;250.23;;
17;7000;7243;-243;269.5;;
17.3;7000;7457;-457;252.09;;
17.5;7000;7748;-748;236.54;;
16.1;7000;6455;545;231.9;;
15.4;7000;7720;-720;226.73;;
16.7;7000;6255;745;220.73;;
16.3;7000;8004;-1004;218.73;;
15.4;7000;6859;141;218.73;;
13.9;7000;6641;359;219.84;;
13;7000;7734;-734;232.57;;
11.7;7000;7661;-661;263.06;;
13.6;7000;7041;-41;293.36;;
12.9;7000;5970;1030;244.53;;
12.4;7000;7696;-696;228.73;;
12.2;7000;7062;-62;224.52;;
12.5;7000;6858;142;211.66;;
12.1;7000;7030;-30;150.29;;
13.2;7000;8203;-1203;146.08;;
13;7000;7417;-417;145.27;;
11.3;7000;6709;291;138.8;;
11;7000;7147;-147;151.73;;
10.8;7000;6986;14;153.62;;
10.7;7000;7115;-115;185.51;;
14.9;7000;7367;-367;233.08;;
16;7000;6920;80;237.81;;
14.9;7000;6672;328;230.43;;
12.2;7000;6593;407;205;;
12.6;7000;6821;179;200;;
11.9;7000;6510;490;210.23;;
14;7000;6717;283;179.97;;
12.3;7000;6664;336;171.99;;
12.1;7000;6336;664;187.71;;
12.2;7000;6124;876;211.51;;
12.3;7000;6894;106;235;;
12.1;7000;7243;-243;262.54;;
14.1;7000;7439;-439;286.3;;
14.2;7000;7099;-99;266.11;;
13.7;7000;6795;205;243.02;;
12.7;7000;6019;981;231.67;;
11.2;7000;7371;-371;206.5;;
11.3;7000;7284;-284;181.83;;
11.4;7000;7064;-64;172.62;;
10.6;7000;7334;-334;172.61;;
9.7;6876;6697;179;157.6;;
10.1;7000;6296;704;157.16;;
9.4;6214;7119;-904;157.6;;
9.5;6378;6006;372;176.66;;
11.6;7000;6309;691;186.66;;
9.6;6627;6873;-246;186.68;;
8;3658;3670;-12;185.49;;
8.8;5119;5078;42;181.25;;
8.7;4936;4642;294;175.08;;
8;3658;4110;-452;175.11;;
7.4;2768;2642;126;157.16;;
5.6;1336;1229;107;159.99;;
5.6;1336;1289;47;168.38;;
4.3;273;278;-4;180.89;;
3.9;0;0;0;227.01;;
4.4;364;362;2;265.49;;
6;1620;1682;-62;283.2;;
3.3;0;0;0;262.62;;
3.3;0;0;0;235;;
3.1;0;0;0;220.54;;
3.3;0;0;0;191.39;;
3.7;0;0;0;154.12;;
4.8;728;810;-82;154.12;;
2.6;0;0;0;150.88;;
1.1;0;0;0;150;;
1.2;0;0;0;150.2;;
0.9;0;0;0;173.12;;
0.6;0;0;0;236.73;;
4.7;637;604;33;286.78;;
1.4;0;0;0;306.42;;
2;0;0;0;290.06;;
2.3;0;0;0;259.67;;
2.1;0;0;0;244.22;;
1.8;0;0;0;228;;
4.2;182;197;-15;228;;
3.7;0;0;0;229.83;;
3;0;0;0;241.28;;
4.4;364;334;30;244.53;;
6.6;1953;1982;-29;274.01;;
6.3;1787;1883;-96;315.3;;
8.2;4023;4005;18;320.04;;
7.6;3065;2824;241;290;;
7.5;2916;3044;-128;245.08;;
7.6;3065;3031;34;227.36;;
8.1;3841;3530;310;205.03;;
8.2;4023;4002;21;203;;
9.7;6876;7306;-430;195.61;;
9.4;6214;6233;-19;188.05;;
9.7;6876;6007;868;188.17;;
10.6;7000;6044;956;190.5;;
10.5;7000;7809;-809;209.25;;
12.1;7000;7190;-190;263.51;;
8.8;5119;5001;118;298.7;;
9.6;6627;6936;-309;313.12;;
10.6;7000;7344;-344;296.23;;
11.2;7000;7300;-300;259.18;;
12.5;7000;7343;-343;239.18;;
10.4;7000;7650;-650;230.82;;
4;0;0;0;228.85;;
6;1620;1633;-13;232.45;;
6.8;2064;2206;-142;251.13;;
6.1;1676;1599;76;272.83;;
5.7;1407;1383;24;292.46;;
6.3;1787;1620;167;330;;
7.8;3361;3203;159;344;;
7.8;3361;2955;406;312;;
7.7;3213;3318;-105;274;;
6.4;1842;1898;-56;240.71;;
6.6;1953;1786;167;226.16;;
7.7;3213;3219;-6;180.07;;
7.3;2620;2458;162;172.87;;
7.3;2620;2576;44;172.69;;
7.4;2768;2919;-151;163.32;;
8.1;3841;3311;530;172.7;;
8.6;4754;4791;-37;206.61;;
9.1;5678;6018;-340;245.02;;
10.8;7000;6675;325;300;;
10.5;7000;7546;-546;313;;
9.2;5871;6290;-418;255.07;;
9.3;6050;6256;-206;215.22;;
9.3;6050;6161;-111;196.98;;
9.9;7000;8015;-1015;184.99;;
8.1;3841;3593;248;184.99;;
9.9;7000;6938;62;188.37;;
10.8;7000;7370;-370;207.34;;
10.8;7000;7284;-284;249.87;;
10;7000;7962;-962;283.52;;
9;5484;5439;45;313.31;;
8.7;4936;5042;-105;322.42;;
8.9;5302;5581;-280;293.53;;
9.2;5871;6088;-217;230.73;;
9.1;5678;5449;229;227.89;;
9.9;7000;7232;-232;197.03;;
11.9;7000;7832;-832;188.87;;
8.8;5119;5025;94;179.97;;
9.4;6214;6367;-153;175.5;;
9.3;6050;5988;62;172;;
9.5;6378;5971;407;175.5;;
9.8;7000;7568;-568;182.22;;
10.1;7000;7379;-379;241.35;;
7.3;2620;2607;13;290.47;;
6.1;1676;1658;17;296.03;;
2.2;0;0;0;244.99;;
2.9;0;0;0;210.23;;
4.9;819;720;99;173.08;;
7.5;2916;3443;-527;157.45;;
2.6;0;0;0;131.91;;
2;0;0;0;153.25;;
2.8;0;0;0;176.33;;
6.2;1731;1800;-69;219.41;;
5.8;1478;1418;60;248.08;;
6.3;1787;1949;-163;292.06;;
2.6;0;0;0;306.78;;
2.2;0;0;0;250;;
3.1;0;0;0;218;;
3.3;0;0;0;213.15;;
3.3;0;0;0;193.88;;
1.5;0;0;0;191.97;;
1.4;0;0;0;172.2;;
2;0;0;0;172.2;;
1.6;0;0;0;172.2;;
1.5;0;0;0;176;;
2;0;0;0;212.74;;
1;0;0;0;271.36;;
1.9;0;0;0;314.66;;
1.9;0;0;0;327.96;;
2.5;0;0;0;293.2;;
2.3;0;0;0;254.35;;
4.9;819;836;-17;238.85;;
3.1;0;0;0;217.35;;
3;0;0;0;209.56;;
2.4;0;0;0;217.67;;
4.4;364;353;11;239;;
4.6;546;521;26;274.34;;
4.3;273;257;16;277.07;;
5.5;1265;1400;-134;324.9;;
4.9;819;795;24;318.01;;
4.4;364;364;1;265;;
5.2;1052;1056;-4;246.43;;
4.8;728;716;12;218.11;;
5.2;1052;1113;-60;210.45;;
5.8;1478;1405;73;183.91;;
8.2;4023;3989;34;172.76;;
9.6;6627;7235;-608;163.92;;
11;7000;7035;-35;157.84;;
8;3658;3706;-48;163.03;;
7.5;2916;2708;208;177.19;;
5.8;1478;1453;26;191.5;;
12.6;7000;6817;183;236.66;;
5.4;1194;1156;38;241;;
8.6;4754;4596;158;237.58;;
9;5484;5898;-413;220.82;;
7.3;2620;2550;70;207.23;;
5;911;885;25;193.25;;
5;911;973;-62;180.43;;
5.7;1407;1266;142;179.03;;
4.5;455;489;-34;185.76;;
3.1;0;0;0;205.59;;
3.7;0;0;0;231.86;;
2.4;0;0;0;288.58;;
1.8;0;0;0;304.18;;
2.6;0;0;0;254.62;;
4.8;728;684;45;219;;
3.3;0;0;0;215.73;;
3.7;0;0;0;195.55;;
3.8;0;0;0;205.59;;
3.9;0;0;0;189.74;;
4.5;455;416;39;179.22;;
4.1;91;92;-1;162.9;;
0.2;0;0;0;155.58;;
0.8;0;0;0;161.88;;
7.5;2916;3039;-122;177.8;;
5.6;1336;1323;14;185.49;;
10.8;7000;6639;361;157.4;;
12.9;7000;7171;-171;171.6;;
5.9;1549;1275;274;182.69;;
6;1620;1666;-46;181.22;;
11.6;7000;6635;365;180.71;;
6.1;1676;1587;89;157.32;;
8.4;4389;4794;-405;151.9;;
8.3;4206;4755;-550;153.13;;
9.6;6627;6770;-143;171.91;;
8.4;4389;4819;-430;176.46;;
8.1;3841;4094;-253;220.59;;
13.3;7000;7318;-318;207.33;;
10.8;7000;6742;258;182.58;;
11.8;7000;6940;60;175.05;;
10.7;7000;8022;-1022;158.08;;
9.6;6627;7215;-588;113;;
9.4;6214;6543;-329;154.01;;
3.8;0;0;0;150.05;;
1.4;0;0;0;135.01;;
1.5;0;0;0;115.08;;
1.2;0;0;0;131;;
1.3;0;0;0;175.99;;
0.8;0;0;0;209.59;;
1.4;0;0;0;242.06;;
2.1;0;0;0;243.3;;
2.1;0;0;0;210.02;;
2.5;0;0;0;195.06;;
2.7;0;0;0;159.13;;
2.4;0;0;0;153.64;;
1.7;0;0;0;149.94;;
1.8;0;0;0;153.64;;
1.1;0;0;0;172.36;;
0.8;0;0;0;202.05;;
0.8;0;0;0;220.43;;
1.2;0;0;0;255.1;;
0.9;0;0;0;262;;
1.2;0;0;0;230.72;;
0.9;0;0;0;224.23;;
1.5;0;0;0;219.63;;
2.3;0;0;0;179.13;;
3.4;0;0;0;149.56;;
2.8;0;0;0;150;;
3.9;0;0;0;135.96;;
4.8;728;642;86;122.78;;
4.4;364;392;-28;152;;
5.6;1336;1439;-103;173.03;;
6.4;1842;1852;-10;227.74;;
7.4;2768;2553;215;276.03;;
7.4;2768;2767;1;302.07;;
5.3;1123;1066;57;254.62;;
3.9;0;0;0;212;;
5.1;981;929;53;205.36;;
5.6;1336;1414;-78;204;;
6;1620;1612;8;203.24;;
4.7;637;566;72;210;;
3.6;0;0;0;212;;
3.7;0;0;0;253.62;;
4;0;0;0;259.07;;
5.8;1478;1537;-59;312;;
6.9;2119;1893;227;313.01;;
7.3;2620;2622;-2;255.62;;
8.7;4936;4788;148;225.29;;
8.8;5119;5174;-55;221.39;;
8.5;4571;4557;14;203.09;;
9.3;6050;5491;559;162.23;;
9;5484;5575;-91;152.88;;
8.1;3841;3757;83;150;;
7.2;2471;2449;22;150.37;;
8.9;5302;5868;-566;156.73;;
8.4;4389;4229;160;206.22;;
6.9;2119;2070;49;244.11;;
5;911;961;-51;263.42;;
2;0;0;0;270.01;;
1.1;0;0;0;234.65;;
3.2;0;0;0;180;;
3.4;0;0;0;176.46;;
3.6;0;0;0;171.99;;
2.3;0;0;0;166.91;;
2.7;0;0;0;171.78;;
1.8;0;0;0;171.99;;
1.5;0;0;0;220.68;;
2.3;0;0;0;240.26;;
1.8;0;0;0;288.8;;
2.2;0;0;0;284.79;;
3.5;0;0;0;244.11;;
2;0;0;0;223.01;;
2;0;0;0;215;;
2.9;0;0;0;187.99;;
1.6;0;0;0;188.81;;
5.7;1407;1332;75;156.73;;
1.3;0;0;0;152.23;;
1.4;0;0;0;152.23;;
2.4;0;0;0;171.03;;
4.8;728;589;139;194.81;;
4.9;819;795;25;219.9;;
4.7;637;626;11;250;;
1.4;0;0;0;259.08;;
0.8;0;0;0;239.94;;
1.9;0;0;0;209.56;;
1.8;0;0;0;165.54;;
2.6;0;0;0;152.23;;
3;0;0;0;152;;
1.3;0;0;0;152.04;;
2.5;0;0;0;193.18;;
4.3;273;242;31;215.02;;
5.8;1478;1295;184;244.9;;
6.1;1676;1571;105;255;;
2.6;0;0;0;255.1;;
4.1;91;99;-7;230.91;;
5.1;981;925;57;215.33;;
4.3;273;287;-14;207.04;;
2.6;0;0;0;183.14;;
1.5;0;0;0;152.05;;
8.2;4023;4139;-116;138.75;;
7.6;3065;2473;591;113;;
6.3;1787;1821;-34;112.02;;
6.3;1787;1833;-46;118.22;;
5.2;1052;1057;-4;172.7;;
3.5;0;0;0;217.36;;
3.2;0;0;0;250.1;;
1.2;0;0;0;252.72;;
1.8;0;0;0;215;;
2.1;0;0;0;186;;
2.7;0;0;0;165.07;;
2.7;0;0;0;156.73;;
1.3;0;0;0;151.99;;
0.8;0;0;0;151.99;;
0.6;0;0;0;152.04;;
2.6;0;0;0;194.99;;
2.4;0;0;0;230.5;;
2.5;0;0;0;245;;
6.4;1842;1948;-106;244.42;;
4;0;0;0;221.48;;
3.8;0;0;0;204.2;;
2.4;0;0;0;195.7;;
2.7;0;0;0;157.55;;
3.1;0;0;0;177.09;;
8.1;3841;4095;-254;161.38;;
6.5;1897;1848;50;155.8;;
6;1620;1759;-139;155.8;;
5.3;1123;1040;84;156;;
4.2;182;175;7;155.8;;
4.1;91;89;2;180.08;;
4.4;364;346;19;197.35;;
0.4;0;0;0;210.95;;
1.8;0;0;0;177.17;;
2.4;0;0;0;171.13;;
2.9;0;0;0;152.1;;
3.6;0;0;0;150;;
0.7;0;0;0;134.76;;
2.1;0;0;0;135.82;;
2.4;0;0;0;156.83;;
1.9;0;0;0;176.28;;
4.1;91;94;-3;199.53;;
6.2;1731;1691;40;228.6;;
8.8;5119;5103;16;242.56;;
7.8;3361;3407;-46;226.5;;
7.3;2620;2589;31;205;;
6.8;2064;2140;-76;179.12;;
7.6;3065;2855;210;156.83;;
7.6;3065;2903;162;192.88;;
9.9;7000;7308;-308;162.91;;
10;7000;6933;67;152.23;;
8.4;4389;4160;228;151.75;;
7.9;3510;3581;-71;150;;
9;5484;5121;363;150;;
5.9;1549;1666;-117;151.35;;
10;7000;6308;692;155.8;;
9.9;7000;7142;-142;164.96;;
10.8;7000;6176;824;179.12;;
12.8;7000;7195;-195;175.79;;
11.1;7000;7117;-117;180.13;;
9.3;6050;5820;231;180.13;;
8.7;4936;4697;240;176.59;;
8.6;4754;4465;289;152.5;;
10.1;7000;7764;-764;152.23;;
10;7000;7183;-183;170.73;;
9.4;6214;5313;902;187.57;;
7.6;3065;3186;-121;227.25;;
9.9;7000;6734;266;234.05;;
10.4;7000;7250;-250;241.92;;
9.7;6876;6659;217;230.06;;
8.3;4206;4255;-50;220.01;;
8.9;5302;5324;-23;187;;
7.9;3510;3756;-247;178.6;;
7.7;3213;3114;99;162.53;;
7.7;3213;3561;-348;151.56;;
7.3;2620;2727;-107;140.97;;
6.3;1787;1864;-77;140.5;;
6.3;1787;1733;54;193.22;;
5.7;1407;1537;-130;240.51;;
4.7;637;577;61;242.51;;
4;0;0;0;243.51;;
3.3;0;0;0;239.51;;
3.4;0;0;0;222.27;;
3.9;0;0;0;217.42;;
3.4;0;0;0;217.94;;
6.5;1897;1979;-82;217.42;;
5.3;1123;1100;23;227.91;;
4.2;182;174;8;249.51;;
4.6;546;502;44;256.08;;
4.1;91;87;4;283.51;;
5.1;981;1048;-67;278.51;;
6.9;2119;2037;82;252.08;;
5.7;1407;1384;23;239.51;;
5.5;1265;1100;166;202.77;;
5;911;886;24;199.47;;
5.7;1407;1373;34;192.33;;
4.3;273;266;7;220;;
2.9;0;0;0;198.59;;
4;0;0;0;178.55;;
2.5;0;0;0;119;;
2.5;0;0;0;123.51;;
2.4;0;0;0;155.24;;
2.6;0;0;0;187.49;;
4.4;364;331;33;216.83;;
2.6;0;0;0;234.98;;
2.9;0;0;0;208.78;;
3;0;0;0;210.76;;
4;0;0;0;198.71;;
4.3;273;255;18;194;;
3.1;0;0;0;171.23;;
3.2;0;0;0;191.79;;
1.8;0;0;0;217.8;;
2;0;0;0;248.93;;
0.9;0;0;0;270.81;;
0.3;0;0;0;293.36;;
1.4;0;0;0;280;;
3.3;0;0;0;231;;
5;911;831;80;201;;
2.9;0;0;0;179.99;;
1.2;0;0;0;167;;
1.2;0;0;0;161;;
2.5;0;0;0;186.93;;
3.9;0;0;0;190.25;;
4.3;273;285;-12;192.18;;
4.7;637;611;26;197.57;;
2.1;0;0;0;204.23;;
0.3;0;0;0;255.1;;
4;0;0;0;205.54;;
3.6;0;0;0;230.09;;
3.2;0;0;0;219.09;;
3.5;0;0;0;210.2;;
4.7;637;650;-13;205.45;;
3.9;0;0;0;203.3;;
4.6;546;503;43;199.11;;
7.9;3510;3620;-111;215.9;;
6.8;2064;2081;-18;249.93;;
4.5;455;462;-6;267.19;;
4.3;273;242;31;295.41;;
3.5;0;0;0;318.94;;
1.1;0;0;0;297.12;;
3.6;0;0;0;252.19;;
0.6;0;0;0;203.7;;
1.3;0;0;0;192.18;;
2.9;0;0;0;187.66;;
4.2;182;179;3;165.39;;
5;911;936;-26;152.51;;
6.4;1842;1811;31;145.87;;
5.4;1194;1191;4;143.06;;
3.6;0;0;0;145.38;;
3.3;0;0;0;159.61;;
4.5;455;458;-2;183.77;;
6.6;1953;1925;28;210.8;;
7.5;2916;3242;-326;213.77;;
4.8;728;715;13;203.33;;
5.2;1052;1076;-24;200.97;;
6.6;1953;1919;34;199;;
7.8;3361;3366;-4;186.37;;
10.1;7000;7350;-350;179.7;;
10.8;7000;7478;-478;196;;
11;7000;7177;-177;228.93;;
10.4;7000;7076;-76;246.56;;
10.5;7000;7358;-358;275.21;;
10.9;7000;7527;-527;251.02;;
11.8;7000;7175;-175;227.32;;
10.9;7000;6676;324;208.1;;
10.1;7000;7595;-595;195.17;;
9.5;6378;6923;-544;191;;
8.3;4206;3944;262;177.86;;
7.2;2471;2164;308;200.6;;
8.9;5302;5601;-299;190.9;;
6.6;1953;1964;-11;177.81;;
2.8;0;0;0;177.29;;
2.2;0;0;0;190.9;;
2.2;0;0;0;202.88;;
3.1;0;0;0;215.84;;
0.4;0;0;0;212.2;;
1.8;0;0;0;237.01;;
3.6;0;0;0;213.9;;
3.9;0;0;0;206.9;;
4.1;91;92;-1;205.9;;
4.4;364;335;29;200.9;;
3.8;0;0;0;199.96;;
4.8;728;704;25;215.6;;
3.7;0;0;0;233.19;;
3.1;0;0;0;250.9;;
3.7;0;0;0;259.46;;
4;0;0;0;255;;
2.9;0;0;0;241.6;;
3.3;0;0;0;210;;
4.2;182;156;26;198.1;;
5.4;1194;1090;104;189.75;;
5.3;1123;1054;69;183.5;;
5.6;1336;1175;161;201.44;;
5.3;1123;1261;-137;205;;
6.8;2064;1814;250;193.75;;
7.4;2768;2903;-135;188.4;;
6.4;1842;1944;-102;193.75;;
9;5484;5518;-34;205;;
9.3;6050;5859;191;205;;
10.3;7000;7361;-361;249.02;;
11.1;7000;6923;77;226.2;;
12.6;7000;5932;1068;205;;
13.5;7000;6258;742;205;;
13.7;7000;6543;457;205;;
14.3;7000;6445;555;205;;
12.7;7000;7811;-811;202.52;;
13.2;7000;6768;232;205;;
12.1;7000;6500;500;205;;
10.4;7000;6907;93;234.63;;
8.6;4754;5115;-362;252.02;;
7.6;3065;3540;-475;214.37;;
6.5;1897;1820;77;205;;
4.2;182;185;-3;193.75;;
5.1;981;1019;-37;188.4;;
7.5;2916;2853;64;188.38;;
6.2;1731;1852;-121;160.73;;
8;3658;3657;1;181.47;;
8.8;5119;5486;-367;170.8;;
7.5;2916;2828;88;165.92;;
9.3;6050;6184;-134;77.43;;
8.6;4754;5630;-876;78.88;;
11.3;7000;6777;223;139.77;;
13.5;7000;7313;-313;177;;
10.8;7000;7002;-2;177.02;;
11.3;7000;7298;-298;171.01;;
11.8;7000;6765;235;191.34;;
13;7000;6475;525;192.47;;
13.8;7000;6551;449;203.33;;
14.9;7000;7066;-66;205;;
17.2;7000;7036;-36;198.4;;
16.1;7000;6674;326;205;;
14.7;7000;6050;950;209.15;;
13.6;7000;7205;-205;231.4;;
11.9;7000;7549;-549;239;;
11;7000;6389;611;239;;
14.7;7000;6514;486;231.4;;
13.2;7000;7483;-483;215;;
11.2;7000;7612;-612;203.33;;
9.5;6378;6535;-157;190.33;;
8.4;4389;4101;287;187.94;;
8.1;3841;3731;109;172.86;;
10.8;7000;6074;926;165.68;;
9.3;6050;6070;-20;156.41;;
8;3658;3656;1;155.07;;
7.6;3065;3038;26;162.85;;
6.9;2119;2168;-49;196.15;;
6.4;1842;1989;-147;210;;
7.1;2323;2442;-118;229.02;;
6.3;1787;1679;107;248.05;;
4.8;728;728;1;242.55;;
3.8;0;0;0;225.69;;
3.2;0;0;0;223.13;;
2.1;0;0;0;216.5;;
3.7;0;0;0;215;;
3;0;0;0;235;;
2.6;0;0;0;257.52;;
3.5;0;0;0;267.21;;
3.6;0;0;0;290.36;;
3.6;0;0;0;299.9;;
2;0;0;0;270;;
1.7;0;0;0;226.7;;
2.3;0;0;0;205;;
1.8;0;0;0;190.91;;
1;0;0;0;190.91;;
1.1;0;0;0;181;;
1.9;0;0;0;173.5;;
0.9;0;0;0;166.11;;
1.1;0;0;0;160.58;;
0.6;0;0;0;160.57;;
1.5;0;0;0;198.52;;
1.6;0;0;0;240.53;;
0.6;0;0;0;254.45;;
1.5;0;0;0;255.27;;
2;0;0;0;243.02;;
2.8;0;0;0;223.13;;
3.4;0;0;0;220.01;;
3.1;0;0;0;216;;
3.3;0;0;0;218.2;;
2.8;0;0;0;234.8;;
1.9;0;0;0;246.19;;
0.5;0;0;0;252.63;;
1.8;0;0;0;270.78;;
6.1;1676;1777;-101;270.04;;
6.7;2008;2332;-324;239.44;;
7.5;2916;2784;132;218.4;;
7.9;3510;3436;73;197.52;;
8.2;4023;3830;193;187.69;;
7.1;2323;2518;-194;181.52;;
4.3;273;295;-22;181.99;;
5.7;1407;1453;-46;165.08;;
6.1;1676;1805;-130;153.96;;
4.2;182;187;-5;145.68;;
4.2;182;174;8;152.93;;
5.5;1265;1384;-119;177.66;;
5.2;1052;1060;-8;220.52;;
3.4;0;0;0;231.95;;
3.6;0;0;0;248.44;;
4.6;546;570;-24;206.96;;
5.8;1478;1372;106;193.02;;
6.6;1953;2138;-185;190.86;;
6.9;2119;2035;84;193.66;;
7.3;2620;2872;-252;195.84;;
8.2;4023;4344;-321;228;;
8.6;4754;5228;-474;251.44;;
10.8;7000;7112;-112;270.97;;
7.3;2620;2703;-84;295;;
8.4;4389;5087;-699;302.8;;
7.7;3213;3048;165;278.76;;
7.8;3361;3375;-13;231.98;;
6.5;1897;1944;-46;199;;
10.8;7000;6972;28;202;;
10.1;7000;7231;-231;186.81;;
8.2;4023;4139;-116;168.03;;
8.6;4754;4480;274;161.36;;
7.7;3213;3044;169;153.41;;
8.7;4936;5274;-337;152.5;;
14.9;7000;7478;-478;155;;
12.5;7000;7004;-4;160.09;;
8.1;3841;4027;-187;193.93;;
11.6;7000;8129;-1129;221.84;;
11.1;7000;7265;-265;222.97;;
14;7000;7180;-180;215.96;;
11.4;7000;6597;403;199.2;;
13.3;7000;7001;-1;191.6;;
13.9;7000;6977;23;187.86;;
13.2;7000;7394;-394;186.26;;
16;7000;7988;-988;208.5;;
15.4;7000;6928;72;238.77;;
11.8;7000;7053;-53;256.41;;
14.9;7000;6467;533;280;;
14.9;7000;7059;-59;263.86;;
14.4;7000;6665;335;252.24;;
16.3;7000;6748;252;226.22;;
18.1;7000;7211;-211;201;;
16.6;7000;7663;-663;180.01;;
13.8;7000;6092;908;164.79;;
14.6;7000;8008;-1008;167.72;;
11.3;7000;6795;205;164.25;;
10.6;7000;7550;-550;150.94;;
8.5;4571;4699;-127;153;;
8.5;4571;4509;62;159.87;;
9;5484;4980;504;166.92;;
9.6;6627;6320;307;207.09;;
8.8;5119;4628;491;223.13;;
10;7000;7152;-152;236.83;;
9.8;7000;7238;-238;224.94;;
10.7;7000;7100;-100;204.61;;
11.9;7000;7353;-353;199.23;;
11;7000;6540;460;200.55;;
6.9;2119;2065;54;202;;
6.8;2064;2207;-143;230.01;;
6.7;2008;2061;-52;256.99;;
7.9;3510;3574;-65;294.05;;
8.2;4023;3847;176;317.87;;
8.4;4389;4450;-61;314.12;;
9.3;6050;6095;-45;303;;
9.3;6050;6216;-166;258.3;;
10.7;7000;7275;-275;246.3;;
10.3;7000;6782;218;240.3;;
10.1;7000;7625;-625;197.87;;
10.4;7000;7016;-16;239.44;;
10.1;7000;6676;324;224.53;;
10;7000;6178;822;183.69;;
8.8;5119;5286;-167;177;;
8.4;4389;4293;96;195.59;;
9.6;6627;6810;-183;195.59;;
12.2;7000;6819;181;209.24;;
11.8;7000;6591;409;213.92;;
13.7;7000;6397;603;210.74;;
14.3;7000;5857;1143;202.75;;
16;7000;6900;100;201.42;;
11.2;7000;7932;-932;201.92;;
11;7000;6964;36;202.78;;
8.4;4389;4403;-14;202.27;;
7.7;3213;3555;-342;245.18;;
8;3658;3380;278;254.18;;
7.7;3213;2845;368;279.18;;
9.3;6050;5631;419;309.53;;
11.5;7000;6641;359;308.65;;
10.1;7000;6960;40;299.18;;
11.8;7000;6555;445;279.18;;
13.1;7000;7212;-212;260.18;;
11;7000;7078;-78;251.18;;
